ANIO,FECHA_REGISTRO,REGION_FUENTE,NOMBRE_EXDH_DZ,PROVINCIA_FUENTE,CODIGO_DPA_CANTON,CANTON_FUENTE,PARROQUIA_FUENTE,TIPO_PARROQUIA_FUENTE,NOMBRE_EXCAC_OT,COORDENADA_X_FUENTE,COORDENADA_Y_FUENTE,COTA_FUENTE,PFAFSTETTER,SISTEMA_FUENTE,CUENCA_FUENTE,SUB_CUENCA_FUENTE,MICROCUENCA_FUENTE,TIPO_FUENTE,SITIO_CAPTACION_FUENTE,NOMBRE_FUENTE,NOMBRE_USO_APROVECHAMIENTO,NOMBRE_SUB_USO_APROVECHAMIENTO,GRUPO_USUARIO_AUTORIZADO,TIPO_USUARIO_AUTORIZADO,CODIGO_UNICO,CODIGO_PROCESO,ANIO_TRAMITE,NUMERO_PROCESO,CAUDAL_AUTORIZADO_LS,ESTADO_TRAMITE
2020.0,2020-03-06,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,GENERAL FARFAN,RURAL,NUEVA LOJA,962751.0,10022301.0,292.0,497496.0,PUTUMAYO,RIO PUTUMAYO,RIO SAN MIGUEL (SUCUMBIOS),NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO 9 DE MARZO, PARROQUIA GENERAL FARFAN, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,ORGANIZACIONES NO GUBERNAMENTALES,PARTICULAR,NA-NL-000532-111773,NA-NL-000532-2014,2014.0,532.0,2.72,VIGENTE
2020.0,2020-03-06,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,GENERAL FARFAN,RURAL,NUEVA LOJA,962892.0,10020965.0,313.0,497496.0,PUTUMAYO,RIO PUTUMAYO,RIO SAN MIGUEL (SUCUMBIOS),NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO 9 DE MARZO, PARROQUIA GENERAL FARFAN, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,ORGANIZACIONES NO GUBERNAMENTALES,PARTICULAR,NA-NL-000532-111771,NA-NL-000532-2014,2014.0,532.0,3.08,VIGENTE
2020.0,2020-03-06,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,NUEVA LOJA,CABECERA CANTONAL,NUEVA LOJA,956134.0,10002819.0,324.0,497865.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","VIA AL COCA KM 8 MARGEN DERECHO PRE COOPERATIVA PURUHAES,  PARROQUIA NUEVA LOJA, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-001050-128975,NA-NL-001050-2016,2016.0,1050.0,2.96,VIGENTE
2020.0,2020-03-26,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,EL ENO,RURAL,NUEVA LOJA,954074.0,9996670.0,320.0,497865.0,NAPO,RIO NAPO,RIO AGUARICO,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO LOE REVIREÑOS, PARROQUIA EL ENO, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000593-111876,NA-NL-000593-2014,2014.0,593.0,0.52,CANCELADO
2020.0,2020-03-26,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,EL ENO,RURAL,NUEVA LOJA,954222.0,9996790.0,319.0,497865.0,NAPO,RIO NAPO,RIO AGUARICO,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO LOE REVIREÑOS, PARROQUIA EL ENO, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000593-111875,NA-NL-000593-2014,2014.0,593.0,0.24,CANCELADO
2020.0,2020-03-26,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,EL ENO,RURAL,NUEVA LOJA,953949.0,9996680.0,308.0,497865.0,NAPO,RIO NAPO,RIO AGUARICO,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO LOE REVIREÑOS, PARROQUIA EL ENO, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000593-111877,NA-NL-000593-2014,2014.0,593.0,0.24,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,940193.0,10011177.0,339.0,497865.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO SAMONA, PARROQUIA SANTA CECILIA, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000572-111830,NA-NL-000572-2014,2014.0,572.0,2.0,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,949438.0,10013007.0,307.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO  SAMONA, PARROQUIA SANTA CECILIA, CANTON LAGO AGRIO",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000572-111829,NA-NL-000572-2014,2014.0,572.0,0.21,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,948711.0,10013064.0,316.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,POZO,"RECINTO SAMONA, PARROQUIA SANTA CECILIA, CANTON LAGO AGRIO",PANTANO SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000572-111828,NA-NL-000572-2014,2014.0,572.0,0.26,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,JAMBELI,RURAL,NUEVA LOJA,935200.0,10023148.0,329.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,RIO,"COMUNIDAD PRIMERO DE OCTUBRE, PARROQUIA   JAMBELI, CANTON LAGO AGRIO",RIO AGUAS VERDE-BETANO,INDUSTRIAL,EXPLOTACION MINERA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-001022-112689,NA-NL-001022-2016,2016.0,1022.0,4.9,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,948032.0,10013137.0,314.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO SAMONA, PARROQUIA SANTA CECILLA",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000571-127929,NA-NL-000571-2014,2014.0,571.0,0.15,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,949027.0,10013300.0,308.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO SAMONA, PARROQUIA SANTA CECILLA",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000571-112738,NA-NL-000571-2014,2014.0,571.0,1.84,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,948034.0,10013200.0,345.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO SAMONA, PARROQUIA SANTA CECILLA",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000571-112732,NA-NL-000571-2014,2014.0,571.0,0.15,CANCELADO
2020.0,2020-03-31,ORIENTE,NAPO,SUCUMBIOS,2101.0,LAGO AGRIO,SANTA CECILIA,RURAL,NUEVA LOJA,949109.0,10013100.0,320.0,497496.0,NAPO,RIO NAPO,RIO AGUARICO,RIO ENO,"VERTIENTES, MANANTIAL, ACUIFERO","RECINTO SAMONA, PARROQUIA SANTA CECILLA",VERTIENTE SN,ACUICULTURA,USO EN GENERAL PARA PISCICOLA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,NA-NL-000571-112739,NA-NL-000571-2014,2014.0,571.0,0.07,CANCELADO
2020.0,2020-03-13,SIERRA,PASTAZA,COTOPAXI,501.0,LATACUNGA,JUAN MONTALVO (SAN SEBASTIAN),URBANA,LATACUNGA,790879.0,9903428.0,3780.0,14999.0,NAPO,RIO NAPO,RIO NAPO,"DREN AL RIO NAPO, DESDE RIO MISAHUALLI HASTA ADJ RIO COCA",REMANENTES,SECTOR SAN AGUSTIN PICHALO,REMANENTES LANGUARUMI GRANDE Y CHICO,RIEGO,USO EN GENERAL,"DIRECTORIOS DE AGUAS, DIRECTIVOS",PARTICULAR,PA-LT-000611-126802,PA-LT-000611-2004,2004.0,611.0,16.66,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,SUCRE (CANTON LOJA),URBANA,LOJA,693336.0,9557309.0,2474.0,49989.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",VILLONACO,VERTIENTE LOS ALISOS,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-006148-112771,SA-LJ-006148-2013,2013.0,6148.0,0.03,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,SUCRE (CANTON LOJA),URBANA,LOJA,693336.0,9557309.0,2474.0,49989.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",VILLONACO,VERTIENTE LOS ALISOS,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-006148-112776,SA-LJ-006148-2013,2013.0,6148.0,0.75,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,SANTIAGO (CANTON LOJA),RURAL,LOJA,691822.0,9557405.0,2647.0,499899.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",BARRIO POGLLO,VERTIENTE EL CARBON Y VERTIENTE SIN NOMBRE NØ. 1 O PACHA GULA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,SA-LJ-005998-126453,SA-LJ-005998-2012,2012.0,5995.0,0.07,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,SANTIAGO (CANTON LOJA),RURAL,LOJA,691822.0,9577405.0,2647.0,499899.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",BARRIO POGLLO,VERTIENTE EL CARBON Y VERTIENTE SIN NOMBRE NØ. 1 O PACHA GULA,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,AGRUPACIONES DE USUARIOS DE DISTINTA INDOLE,PARTICULAR,SA-LJ-005998-126455,SA-LJ-005998-2012,2012.0,5995.0,0.14,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,VALLE (CANTON LOJA),URBANA,LOJA,692403.0,9563052.0,2508.0,49989.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,QUEBRADA,BARRIO CARIGAN ALTO,QUEBRADA LA VIOLETA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-006260-126497,SA-LJ-006260-2014,2014.0,6260.0,0.02,VIGENTE
2020.0,2020-03-09,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,VALLE (CANTON LOJA),URBANA,LOJA,692403.0,9563052.0,2508.0,49989.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,QUEBRADA,BARRIO CARIGAN ALTO,QUEBRADA LA VIOLETA,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-006260-126498,SA-LJ-006260-2014,2014.0,6260.0,0.03,VIGENTE
2020.0,2020-03-12,SIERRA,SANTIAGO,LOJA,1101.0,LOJA,SANTIAGO (CANTON LOJA),RURAL,LOJA,691215.0,9582000.0,2545.0,0.0,SANTIAGO,RIO SANTIAGO,RIO ALTO ZAMORA,NO DETERMINADA,"VERTIENTES, MANANTIAL, ACUIFERO",LLIGLLA,VERTIENTE ATACURI / RIO SANTIAGO,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,SA-LJ-005937-121144,SA-LJ-005937-2012,2012.0,5937.0,0.02,CANCELADO
2020.0,2020-04-11,COSTA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,EL CHAUPI,RURAL,QUITO,760362.0,9936388.0,3684.0,15282.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,BARRIO PUCARA EL CHAUPI PREDIO TARQUINO QUEDAL,QUEBRADILLA EN PROPIEDAD BOLIVAR SANTACRUZ,RIEGO,USO EN GENERAL,"DIRECTORIOS DE AGUAS, DIRECTIVOS",PARTICULAR,ES-QU-000207-120734,ES-QU-000207-2014,2014.0,207.0,7.15,VIGENTE
2020.0,2020-04-12,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,CUTUGLAHUA,RURAL,QUITO,770733.0,9958717.0,3064.0,15244.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),ACEQUIA,ACEQUIA EL CAPULI QUEBRADA LA CHORRERA,EXCEDENTES ACEQUIA EL CAPULI / QUEBRADA SANTO DOMINGO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000314-120818,ES-QU-000314-2012,2012.0,314.0,2.08,VIGENTE
2020.0,2020-04-12,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOASI,RURAL,QUITO,769250.0,9944318.0,2982.0,15247.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,NO DETERMINADA,QUEBRADA EL SOLTERO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000499-120725,ES-QU-000499-2013,2013.0,499.0,3.5,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOAG,RURAL,QUITO,768484.0,9949384.0,2920.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",VERTIENTE QUE NACEN EN EL PREDIO DEL PETICIONARIO,VERTIENTE EL BOLICHE ALTO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000005-126019,ES-QU-000005-2014,2014.0,5.0,0.55,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOAG,RURAL,QUITO,768605.0,9949102.0,2912.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA EN EL PREDIO DEL PETICIONARIO,QUEBRADA SANTA CRISTINA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000005-126021,ES-QU-000005-2014,2014.0,5.0,1.37,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOAG,RURAL,QUITO,769387.0,9949784.0,2857.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",VERTIENTE QUE NACEN EN EL PREDIO DEL PETICIONARIO,VERTIENTE EL BOLICHE BAJO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000005-126022,ES-QU-000005-2014,2014.0,5.0,2.53,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOAG,RURAL,QUITO,769387.0,9949784.0,2920.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",VERTIENTE QUE NACEN EN EL PREDIO DEL PETICIONARIO,VERTIENTE EL BOLICHE ALTO,ABREVADERO SOBERANIA ALIMENTARIA,USO DE ABREVADERO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000005-126018,ES-QU-000005-2014,2014.0,5.0,0.12,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,ALOAG,RURAL,QUITO,768450.0,9949561.0,2924.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA EN EL PREDIO DEL PETICIONARIO,QUEBRADA LA GASCA,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000005-126020,ES-QU-000005-2014,2014.0,5.0,6.45,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,RURAL,QUITO,772807.0,9948039.0,2817.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),POZO,POZO CAMILA INTERIOR DEL PREDIO,POZO CAMILA,INDUSTRIAL,"ENVASADORAS (COLAS, AGUAS MINERALES, ETC)",COMPAÑIAS,PARTICULAR,ES-QU-000043-128402,ES-QU-000043-2014,2014.0,43.0,35.53,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,773580.0,9947065.0,2816.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),POZO,INTERIOR DEL PREDIO DE LA COMPAÑIA SILLUNCHI,POZO PROFUNDO EMILIA,INDUSTRIAL,EXTENSIVO A OTROS USOS INDUSTRIALES,COMPAÑIAS,PARTICULAR,ES-QU-000044-125605,ES-QU-000044-2014,2014.0,44.0,6.0,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,769302.0,9937760.0,3111.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",QUEBRADA SAN FRANCISCO LINDERO SUR-ESTE,VERTIENTE INNOMINADA QUEBRADA SAN FRANCISCO,ABREVADERO SOBERANIA ALIMENTARIA,NO DETERMINADA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000058-126906,ES-QU-000058-2014,2014.0,58.0,0.05,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,769302.0,9937760.0,3111.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",QUEBRADA SAN FRANCISCO LINDERO SUR-ESTE,VERTIENTE INNOMINADA QUEBRADA SAN FRANCISCO,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000058-126905,ES-QU-000058-2014,2014.0,58.0,1.0,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,URBANA,QUITO,753852.0,10008042.0,3439.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",VERTIENTE EN PREDIO DE CARLOS AUGUSTO TASIGUANO SECTOR ROMERILLOS,VERTIENTE INNOMINADA,CONSUMO HUMANO,EXTENSIVO A OTROS USOS DOMESTICOS,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000058-125630,ES-QU-000058-2012,2012.0,58.0,0.02,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,URBANA,QUITO,753852.0,10008042.0,3439.0,15246.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),"VERTIENTES, MANANTIAL, ACUIFERO",VERTIENTE EN PREDIO DE CARLOS AUGUSTO TASIGUANO SECTOR ROMERILLOS,VERTIENTE INNOMINADA,ABREVADERO SOBERANIA ALIMENTARIA,VACUNO,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000058-125631,ES-QU-000058-2012,2012.0,58.0,0.04,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,URBANA,QUITO,786323.0,9940080.0,3570.0,15247.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO PITA,"VERTIENTES, MANANTIAL, ACUIFERO",PLAYA DE PANZAPAMBA PREDIO SEGUNDO RAFAEL LASSO ORTIZ,VERTIENTE INNOMINADA,CONSUMO HUMANO,USO DOMESTICO EN GENERAL,"JUNTAS ADMINISTRADORAS DE AGUA, JUNTAS DE AGUAS.",PARTICULAR,ES-QU-000059-125586,ES-QU-000059-2014,2014.0,59.0,1.8,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,795883.0,10020197.0,3144.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),RIO,RIO JAMBELI - HDA. ROMERILLOS,RIO JAMBELI - QUEBRADA CHILCO ROMERILLOS,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000077-128280,ES-QU-000077-2014,2014.0,77.0,12.0,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,795883.0,10020197.0,3256.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA LA UNION - HDA. ROMERILLOS,QUEBRADA TAMBOPAMBA - QUEBRADA CHILCO ROMERILLOS,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000077-128282,ES-QU-000077-2014,2014.0,77.0,4.46,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,795883.0,10020197.0,3355.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA TAMBOPAMBA - HDA. ROMERILLOS,QUEBRADA TAMBOPAMBA - QUEBRADA CHILCO ROMERILLOS,RIEGO,USO EN GENERAL,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000077-128283,ES-QU-000077-2014,2014.0,77.0,4.49,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,795883.0,10020197.0,3355.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA TAMBOPAMBA - HDA. ROMERILLOS,QUEBRADA TAMBOPAMBA - QUEBRADA CHILCO ROMERILLOS,CONSUMO HUMANO,NO DETERMINADA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000077-128285,ES-QU-000077-2014,2014.0,77.0,0.01,VIGENTE
2020.0,2020-04-22,SIERRA,ESMERALDAS,PICHINCHA,1703.0,MEJIA,MACHACHI,CABECERA CANTONAL,QUITO,795883.0,10020197.0,3355.0,15249.0,ESMERALDAS,RIO ESMERALDAS,RIO  GUAYLLABAMBA,RIO SAN PEDRO (SUBCUENCA RIO GUAYLLABAMBA),QUEBRADA,QUEBRADA TAMBOPAMBA - HDA. ROMERILLOS,QUEBRADA TAMBOPAMBA - QUEBRADA CHILCO ROMERILLOS,ABREVADERO SOBERANIA ALIMENTARIA,NO DETERMINADA,"PERSONAS NATURALES, HEREDEROS, FAMILIAS",PARTICULAR,ES-QU-000077-128286,ES-QU-000077-2014,2014.0,77.0,0.1,VIGENTE
